Name,Position,Height,Weight,Academic Year,Hometown,Previous School,Year,School,From_US_State,Is_Transfer,Age,G,MP,OWS,DWS,WS,WS/40,MPG
A.J. Hoggard,G,75.0,220.0,Fr.,Pennsylvania,,2020,Michigan_State,True,False,18.0,26.0,344.0,-0.3,0.4,0.1,0.007,13.23076923076923
Aaron Henry,F,78.0,210.0,Jr.,Indiana,,2020,Michigan_State,True,False,20.0,28.0,910.0,1.5,1.2,2.7,0.119,32.5
Aaron Wheeler,F,81.0,205.0,Jr.,Connecticut,,2020,Purdue,True,False,20.0,28.0,512.0,0.3,0.9,1.3,0.098,18.285714285714285
Aaron Wiggins,G,78.0,200.0,Jr.,North Carolina,,2020,Maryland,True,False,20.0,31.0,1023.0,2.1,1.6,3.7,0.145,33.0
Abdou Tsimbila,F,80.0,235.0,Freshman,Cameroon,,2020,Penn_State,False,False,18.0,16.0,73.0,0.0,0.1,0.2,0.094,4.5625
Abel Porter,G,75.0,200.0,R-Sr.,Utah,,2020,Ohio_State,True,False,22.0,,,,,,,
Adam Miller,G,75.0,180.0,Fr.,Illinois,,2020,Illinois,True,False,18.0,31.0,792.0,0.8,1.2,2.0,0.1,25.548387096774192
Adrien Nunez,G,78.0,210.0,Jr.,New York,,2020,Michigan,True,False,20.0,10.0,34.0,0.0,0.0,0.0,0.049,3.4
Ahron Ulis,G,75.0,190.0,Fr.,Illinois,,2020,Iowa,True,False,18.0,17.0,119.0,0.4,0.1,0.4,0.142,7.0
Aidan McCool,G,75.0,160.0,Fr.,South Carolina,,2020,Maryland,True,False,18.0,2.0,3.0,0.0,0.0,0.0,0.649,1.5
Aiden Terry,G,71.0,150.0,Fr.,Kentucky,,2020,Rutgers,True,False,18.0,1.0,2.0,0.0,0.0,0.0,0.104,2.0
Akol Arop,F,77.0,203.0,Sophomore,Nebraska,,2020,Nebraska,True,False,19.0,,,,,,,
Aleem Ford,F,80.0,217.0,R-Sr.,Georgia,,2020,Wisconsin,True,False,22.0,31.0,818.0,1.0,1.2,2.3,0.111,26.387096774193548
Aljami Durham,G,76.0,185.0,Sr.,Georgia,,2020,Indiana,True,False,21.0,26.0,845.0,1.5,0.7,2.2,0.105,32.5
Andre Curbelo,G,73.0,175.0,Fr.,Puerto Rico,,2020,Illinois,False,False,18.0,31.0,668.0,1.2,1.3,2.6,0.154,21.548387096774192
Andy Christos,G,77.0,175.0,Freshman,New Jersey,,2020,Penn_State,True,False,18.0,,,,,,,
Anthony Gaines,G,76.0,210.0,R-Jr.,New York,,2020,Northwestern,True,False,21.0,24.0,499.0,0.4,0.7,1.1,0.089,20.791666666666668
Anthony Leal,G,77.0,210.0,Fr.,Indiana,,2020,Indiana,True,False,18.0,20.0,232.0,0.1,0.3,0.3,0.056,11.6
Aquan Smart,G,75.0,175.0,Fr.,Illinois,,2020,Maryland,True,False,18.0,22.0,160.0,-0.2,0.2,-0.1,-0.013,7.272727272727272
Armaan Franklin,G,76.0,195.0,So.,Indiana,,2020,Indiana,True,False,19.0,22.0,662.0,0.7,0.9,1.6,0.094,30.09090909090909
Arnaud Revaz,F,82.0,215.0,Fr.,Switzerland,,2020,Maryland,False,False,18.0,5.0,16.0,-0.1,0.0,0.0,-0.085,3.2
Austin Ash,G,75.0,179.0,RS Jr.,Iowa,,2020,Iowa,True,False,21.0,9.0,21.0,0.1,0.0,0.1,0.179,2.333333333333333
Austin Davis,F,82.0,250.0,Gr.,Michigan,,2020,Michigan,True,False,23.0,23.0,257.0,0.8,0.4,1.3,0.196,11.173913043478262
Austin Hutcherson,G,78.0,180.0,R-Jr.,New York,,2020,Illinois,True,False,21.0,,,,,,,
Ayo Dosunmu,G,77.0,200.0,Jr.,Illinois,,2020,Illinois,True,False,20.0,28.0,984.0,3.3,1.8,5.1,0.207,35.142857142857146
Ben Carlson,F,81.0,218.0,Fr.,Minnesota,,2020,Wisconsin,True,False,18.0,7.0,64.0,0.2,0.1,0.3,0.195,9.142857142857142
Benjamin Bosmans-Verdonk,F,80.0,235.0,R-Fr.,Belgium,,2020,Illinois,False,False,19.0,8.0,18.0,0.0,0.0,0.0,0.0,2.25
Boo Buie,G,74.0,180.0,So.,New York,,2020,Northwestern,True,False,19.0,24.0,646.0,0.8,0.6,1.4,0.084,26.916666666666668
Both Gach,G,78.0,185.0,Jr.,Minnesota,Arizona Compass Prep,2020,Minnesota,True,False,20.0,29.0,657.0,0.4,0.7,1.1,0.066,22.655172413793103
Brad Davison,G,76.0,202.0,Sr.,Minnesota,,2020,Wisconsin,True,False,21.0,31.0,960.0,1.7,1.4,3.1,0.129,30.967741935483872
Brandon Johns Jr.,F,80.0,240.0,Jr.,Michigan,,2020,Michigan,True,False,20.0,,,,,,,
Brandon Johnson,F,80.0,220.0,R-Sr.,Illinois,Thea Bowman Leadership Academy,2020,Minnesota,True,False,22.0,28.0,723.0,1.7,0.9,2.6,0.146,25.821428571428573
Brandon Lieb,C,84.0,210.0,Fr.,Illinois,,2020,Illinois,True,False,18.0,5.0,12.0,-0.1,0.0,0.0,-0.128,2.4
Brandon Newman,G,77.0,195.0,R-Fr.,Indiana,,2020,Purdue,True,False,19.0,28.0,662.0,0.7,1.0,1.6,0.099,23.642857142857142
Brandon Wade,G,73.0,185.0,Jr.,Michigan,,2020,Michigan,True,False,20.0,3.0,3.0,0.0,0.0,0.0,0.089,1.0
Bret Porter,F,77.0,228.0,Redshirt Freshman,Nebraska,,2020,Nebraska,True,False,19.0,7.0,10.0,0.0,0.0,0.0,-0.019,1.4285714285714286
C.J. Baird,F,77.0,225.0,Sr.,Michigan,,2020,Michigan,True,False,21.0,4.0,11.0,0.0,0.0,0.0,-0.006,2.75
CJ Fredrick,G,75.0,195.0,RS So.,Ohio,,2020,Iowa,True,False,20.0,27.0,666.0,1.6,0.3,1.9,0.114,24.666666666666668
CJ Walker,G,73.0,195.0,R-Sr.,Indiana,,2020,Ohio_State,True,False,22.0,27.0,809.0,1.7,0.6,2.3,0.112,29.96296296296296
Caleb Dorsey,F,79.0,230.0,Freshman,Maryland,,2020,Penn_State,True,False,18.0,5.0,11.0,0.0,0.0,0.0,0.044,2.2
Caleb McConnell,G,79.0,195.0,Jr.,Florida,,2020,Rutgers,True,False,20.0,20.0,457.0,0.0,0.8,0.8,0.072,22.85
Carson Barrett,G,77.0,215.0,Fr.,Indiana,,2020,Purdue,True,False,18.0,1.0,2.0,0.0,0.0,0.0,0.244,2.0
Carter Gilmore,F,79.0,215.0,Fr.,Wisconsin,,2020,Wisconsin,True,False,18.0,9.0,17.0,-0.1,0.0,0.0,-0.072,1.8888888888888888
Carter Higginbottom,G,72.0,188.0,R-So.,Illinois,,2020,Wisconsin,True,False,20.0,9.0,10.0,-0.1,0.0,-0.1,-0.514,1.1111111111111112
Chase Audige,G,76.0,200.0,R-So.,New York,,2020,Northwestern,True,False,20.0,24.0,677.0,0.0,1.0,1.0,0.062,28.20833333333333
Chase Martin,G,75.0,195.0,Fr.,Missouri,,2020,Purdue,True,False,18.0,2.0,5.0,0.0,0.0,0.0,0.015,2.5
Chaundee Brown Jr.,G,77.0,215.0,Sr.,Florida,,2020,Michigan,True,False,21.0,,,,,,,
Chol Marial,C,86.0,235.0,So.,South Sudan,,2020,Maryland,False,False,19.0,18.0,112.0,-0.1,0.2,0.1,0.019,6.222222222222222
Chris McGraw,G,72.0,170.0,Sophomore,Ohio,,2020,Nebraska,True,False,19.0,,,,,,,
Clifford Omoruyi,C,83.0,240.0,Fr.,Nigeria,,2020,Rutgers,False,False,18.0,23.0,343.0,0.5,0.6,1.2,0.136,14.91304347826087
Coleman Hawkins,F,82.0,215.0,Fr.,California,,2020,Illinois,True,False,18.0,25.0,157.0,0.2,0.3,0.5,0.123,6.28
Connor McCaffery,G/F,77.0,205.0,RS Jr.,Iowa,,2020,Iowa,True,False,21.0,31.0,706.0,0.8,0.7,1.4,0.082,22.774193548387096
Connor Serven,F,81.0,215.0,Fr.,Illinois,,2020,Illinois,True,False,18.0,7.0,13.0,0.0,0.0,0.0,0.062,1.8571428571428568
Cooper Bybee,G,73.0,188.0,Sr.,Indiana,Olney Central,2020,Indiana,True,False,21.0,2.0,2.0,0.0,0.0,0.0,0.325,1.0
D'Mitrik Trice,G,72.0,184.0,R-Sr.,Ohio,,2020,Wisconsin,True,False,22.0,31.0,1032.0,2.3,1.3,3.6,0.14,33.29032258064516
DJ Gordon,G,77.0,175.0,Freshman,Pennsylvania,,2020,Penn_State,True,False,18.0,6.0,21.0,-0.1,0.0,-0.1,-0.243,3.5
Da'Monte Williams,G,75.0,215.0,Sr.,Illinois,,2020,Illinois,True,False,21.0,31.0,772.0,1.8,1.5,3.3,0.171,24.90322580645161
Dalano Banton,G,81.0,204.0,Sophomore,Ontario,,2020,Nebraska,False,False,19.0,27.0,736.0,0.6,1.1,1.7,0.093,27.25925925925926
Dallion Johnson,G,75.0,175.0,Freshman,Massachusetts,,2020,Penn_State,True,False,18.0,8.0,14.0,0.0,0.0,0.0,0.045,1.75
Daniel Lobach,F,79.0,210.0,Fr.,North Carolina,,2020,Rutgers,True,False,18.0,2.0,1.0,0.0,0.0,0.0,0.009,0.5
Darryl Morsell,G,77.0,200.0,Sr.,Maryland,,2020,Maryland,True,False,21.0,30.0,883.0,0.9,1.2,2.1,0.095,29.433333333333334
Davis Smith,G,73.0,185.0,Fr.,Georgia,,2020,Michigan_State,True,False,18.0,7.0,10.0,0.0,0.0,0.0,-0.049,1.4285714285714286
Dean Reiber,F,82.0,225.0,Fr.,North Carolina,,2020,Rutgers,True,False,18.0,13.0,76.0,-0.1,0.1,0.1,0.029,5.846153846153846
Derrick Walker,F,80.0,232.0,Junior,Missouri,,2020,Nebraska,True,False,20.0,16.0,331.0,0.3,0.5,0.8,0.099,20.6875
Dom Martinelli,G,76.0,200.0,Fy.,Illinois,,2020,Northwestern,True,False,18.0,4.0,9.0,0.1,0.0,0.1,0.63,2.25
Donta Scott,F,79.0,230.0,So.,Pennsylvania,,2020,Maryland,True,False,19.0,31.0,940.0,2.3,1.5,3.7,0.159,30.32258064516129
Duane Jr.,G,75.0,210.0,Sr.,Michigan,,2020,Ohio_State,True,False,21.0,,,,,,,
Dylan Sandhu,G,76.0,165.0,R-So.,Michigan,,2020,Northwestern,True,False,20.0,3.0,3.0,0.0,0.0,0.0,-0.2,1.0
E.J. Liddell,F,79.0,240.0,Jr.,Illinois,West,2020,Ohio_State,True,False,20.0,29.0,854.0,3.2,1.0,4.2,0.198,29.448275862068964
Edgar Padilla Jr.,G,73.0,165.0,Fr.,Puerto Rico,,2020,Illinois,False,False,18.0,,,,,,,
Eduardo Andre,C,82.0,228.0,Freshman,England,,2020,Nebraska,False,False,18.0,20.0,176.0,0.3,0.3,0.5,0.124,8.8
Eli Brooks,G,73.0,185.0,Sr.,Pennsylvania,,2020,Michigan,True,False,21.0,27.0,839.0,1.9,1.3,3.2,0.154,31.074074074074076
Elijah Wood,G,77.0,174.0,Freshman,Maryland,,2020,Nebraska,True,False,18.0,13.0,40.0,-0.1,0.1,0.0,-0.033,3.076923076923077
Emmanuel Dowuona,C,82.0,245.0,So.,Florida,,2020,Purdue,True,False,19.0,,,,,,,
Eric Ayala,G,77.0,200.0,Jr.,Delaware,,2020,Maryland,True,False,20.0,29.0,975.0,2.5,1.3,3.8,0.158,33.62068965517241
Eric Curry,F,81.0,240.0,R-Sr.,Tennessee,Southwest Christian Academy,2020,Minnesota,True,False,22.0,29.0,458.0,0.3,0.6,0.9,0.076,15.79310344827586
Eric Hunter Jr.,G,76.0,170.0,Jr.,Indiana,,2020,Purdue,True,False,20.0,,,,,,,
Eric Zalewski,G,72.0,185.0,R-Jr.,Illinois,,2020,Northwestern,True,False,21.0,7.0,10.0,0.0,0.0,0.0,0.042,1.4285714285714286
Ethan Morton,G,78.0,215.0,Fr.,Pennsylvania,,2020,Purdue,True,False,18.0,23.0,200.0,-0.2,0.2,0.0,-0.002,8.695652173913043
Eugene III,G,79.0,195.0,Jr.,Georgia,,2020,Ohio_State,True,False,20.0,,,,,,,
Foster Loyer,G,72.0,175.0,Jr.,Michigan,,2020,Michigan_State,True,False,20.0,19.0,316.0,0.5,0.2,0.7,0.092,16.63157894736842
Franz Wagner,G,81.0,220.0,So.,Germany,,2020,Michigan,False,False,19.0,28.0,887.0,2.7,2.0,4.7,0.21,31.678571428571427
Gabe Brown,F,80.0,210.0,Jr.,Michigan,,2020,Michigan_State,True,False,20.0,25.0,517.0,1.0,0.4,1.5,0.114,20.68
Gabe Kalscheur,G,76.0,200.0,Jr.,Minnesota,DeLaSalle,2020,Minnesota,True,False,20.0,21.0,645.0,0.4,0.4,0.8,0.049,30.714285714285715
Galin Smith,F,81.0,235.0,Sr.,Mississippi,,2020,Maryland,True,False,21.0,31.0,421.0,0.2,0.5,0.7,0.064,13.580645161290322
Geo Baker,G,76.0,195.0,Sr.,New Hampshire,,2020,Rutgers,True,False,21.0,25.0,780.0,0.8,1.0,1.8,0.093,31.2
Giorgi Bezhanishvili,F,81.0,245.0,Jr.,Georgia,,2020,Illinois,True,False,20.0,31.0,449.0,0.8,0.7,1.5,0.135,14.483870967741936
Hakim Hart,G,78.0,205.0,So.,Pennsylvania,,2020,Maryland,True,False,19.0,31.0,790.0,1.5,1.0,2.5,0.127,25.483870967741936
Harrison Hookfin,F,78.0,195.0,So.,Ohio,,2020,Ohio_State,True,False,19.0,4.0,12.0,0.0,0.0,0.0,0.08,3.0
Hunt Conroy,G,70.0,165.0,Sr.,Louisiana,Jesuit,2020,Minnesota,True,False,21.0,3.0,4.0,0.0,0.0,0.0,0.045,1.3333333333333333
Hunter Dickinson,C,85.0,255.0,Fr.,Virginia,,2020,Michigan,True,False,18.0,28.0,727.0,2.3,1.5,3.8,0.209,25.964285714285715
Ibrahima Diallo,C,82.0,220.0,So.,Senegal,Prolific Prep,2020,Ohio_State,False,False,19.0,5.0,10.0,0.0,0.0,0.0,-0.02,2.0
Isaiah Ihnen,F,81.0,220.0,So.,Germany,IBA Munich,2020,Minnesota,False,False,19.0,29.0,414.0,0.3,0.6,0.8,0.081,14.275862068965518
Isaiah Livers,F,79.0,230.0,Sr.,Michigan,,2020,Michigan,True,False,21.0,23.0,727.0,2.3,1.3,3.6,0.196,31.608695652173918
Isaiah Thompson,G,73.0,160.0,So.,Indiana,,2020,Purdue,True,False,19.0,28.0,497.0,0.9,0.4,1.3,0.101,17.75
Izaiah Brockington,G,76.0,200.0,Junior,Pennsylvania,,2020,Penn_State,True,False,20.0,25.0,743.0,1.2,0.6,1.9,0.101,29.72
Jace Howard,G,79.0,210.0,Fr.,Florida,,2020,Michigan,True,False,18.0,11.0,34.0,0.0,0.0,0.0,0.029,3.090909090909091
Jace Piatkowski,G,75.0,184.0,Redshirt Freshman,Nebraska,,2020,Nebraska,True,False,19.0,10.0,18.0,0.0,0.0,0.0,0.059,1.8
Jack Hoiberg,G,71.0,175.0,R-Jr.,Illinois,,2020,Michigan_State,True,False,21.0,14.0,44.0,-0.1,0.0,-0.1,-0.102,3.142857142857143
Jack Nunge,F,83.0,245.0,RS So.,Indiana,,2020,Iowa,True,False,20.0,22.0,349.0,1.2,0.5,1.7,0.198,15.863636363636363
Jacob Grandison,G/F,78.0,205.0,R-Jr.,California,,2020,Illinois,True,False,21.0,30.0,458.0,1.2,0.9,2.1,0.184,15.266666666666667
Jacob Young,G,74.0,185.0,Sr.,Texas,,2020,Rutgers,True,False,21.0,28.0,844.0,1.1,1.1,2.2,0.102,30.142857142857142
Jade Brahmbhatt,G,72.0,160.0,Jr.,Maryland,,2020,Maryland,True,False,20.0,1.0,2.0,0.0,0.0,0.0,0.349,2.0
Jaden Ivey,G,76.0,200.0,Fr.,Indiana,,2020,Purdue,True,False,18.0,23.0,557.0,1.1,0.8,1.9,0.136,24.217391304347824
Jaden Jones,G,80.0,195.0,Fr.,Texas,,2020,Rutgers,True,False,18.0,4.0,11.0,0.0,0.0,0.0,0.01,2.75
Jairus Hamilton,F,80.0,235.0,Jr.,North Carolina,,2020,Maryland,True,False,20.0,31.0,635.0,1.0,0.7,1.6,0.104,20.483870967741936
"Jamal Mashburn, Jr.",G,74.0,175.0,Fr.,Florida,Brewster Academy,2020,Minnesota,True,False,18.0,,,,,,,
Jamari Wheeler,G,73.0,170.0,Senior,Florida,,2020,Penn_State,True,False,21.0,25.0,781.0,0.8,0.8,1.6,0.083,31.24
James Graham III,G,80.0,205.0,Fr.,Wisconsin,,2020,Maryland,True,False,18.0,,,,,,,
Jansen Jr.,G,71.0,190.0,Gr.,Ohio,,2020,Ohio_State,True,False,23.0,,,,,,,
Jared Wulbrun,G,70.0,170.0,Jr.,California,,2020,Purdue,True,False,20.0,2.0,5.0,0.0,0.0,0.0,0.352,2.5
Jaron Faulds,F,82.0,240.0,Sr.,Michigan,,2020,Michigan,True,False,21.0,10.0,27.0,0.0,0.0,0.0,-0.021,2.7
Jarvis Omersa,F,78.0,235.0,Jr.,Minnesota,Orono,2020,Minnesota,True,False,20.0,7.0,69.0,0.1,0.2,0.3,0.17,9.857142857142858
Jermaine Hamlin,C,82.0,235.0,So.,Illinois,,2020,Illinois,True,False,19.0,8.0,24.0,0.0,0.0,0.1,0.117,3.0
Jerome Hunter,F,79.0,215.0,R-So.,Ohio,,2020,Indiana,True,False,20.0,25.0,489.0,0.4,0.5,0.9,0.074,19.56
Jimmy Sotos,G,75.0,200.0,Gr.,Illinois,,2020,Ohio_State,True,False,23.0,12.0,115.0,0.1,0.1,0.2,0.065,9.583333333333334
Joe Hedstrom,C,84.0,247.0,R-So.,Minnesota,,2020,Wisconsin,True,False,20.0,9.0,15.0,0.0,0.0,0.0,0.098,1.6666666666666667
Joe Toussaint,G,72.0,190.0,So.,New York,,2020,Iowa,True,False,19.0,31.0,350.0,0.2,0.5,0.7,0.077,11.290322580645162
Joe Wieskamp,G/F,78.0,212.0,Jr.,Iowa,,2020,Iowa,True,False,20.0,31.0,907.0,2.9,1.2,4.1,0.181,29.258064516129032
Joey Brunk,C,83.0,255.0,R-Sr.,Indiana,Butler,2020,Indiana,True,False,22.0,,,,,,,
Joey Hauser,F,81.0,220.0,R-Jr.,Wisconsin,,2020,Michigan_State,True,False,21.0,28.0,601.0,1.1,0.7,1.9,0.124,21.464285714285715
John Harrar,F,81.0,240.0,Senior,Pennsylvania,,2020,Penn_State,True,False,21.0,25.0,619.0,2.0,0.7,2.6,0.17,24.76
Johnny Davis,G,77.0,196.0,Fr.,Wisconsin,,2020,Wisconsin,True,False,18.0,31.0,753.0,0.7,1.4,2.1,0.112,24.29032258064516
Jordan Bohannon,G,73.0,175.0,RS Sr.,Iowa,,2020,Iowa,True,False,22.0,31.0,905.0,2.4,0.6,3.1,0.137,29.193548387096776
Jordan Davis,G,76.0,202.0,Fr.,Wisconsin,,2020,Wisconsin,True,False,18.0,13.0,19.0,0.0,0.0,0.0,0.081,1.4615384615384617
Jordan Geronimo,F,78.0,220.0,Fr.,New Jersey,,2020,Indiana,True,False,18.0,21.0,170.0,0.1,0.2,0.3,0.075,8.095238095238095
Josh Ogundele,F,82.0,285.0,Fr.,England,,2020,Iowa,False,False,18.0,8.0,17.0,0.1,0.0,0.1,0.198,2.125
Joshua Langford,G,77.0,200.0,Gr.,Alabama,,2020,Michigan_State,True,False,23.0,27.0,757.0,0.7,0.6,1.3,0.066,28.03703703703704
Julius Marble II,F,80.0,225.0,So.,Texas,,2020,Michigan_State,True,False,19.0,,,,,,,
Justice Sueing,F,78.0,210.0,R-Sr.,Hawaii,,2020,Ohio_State,True,False,22.0,31.0,878.0,2.1,0.9,3.0,0.139,28.32258064516129
Justin Ahrens,F,78.0,195.0,Sr.,,,2020,Ohio_State,False,False,21.0,31.0,567.0,1.2,0.4,1.7,0.118,18.29032258064516
Justin Taphorn,G,77.0,198.0,Fr.,Illinois,,2020,Wisconsin,True,False,18.0,6.0,8.0,0.0,0.0,0.0,-0.218,1.3333333333333333
Keegan Murray,F,80.0,215.0,Fr.,Iowa,,2020,Iowa,True,False,18.0,31.0,558.0,1.6,1.1,2.7,0.192,18.0
Khristian Lander,G,74.0,185.0,Fr.,Indiana,,2020,Indiana,True,False,18.0,26.0,262.0,-0.5,0.3,-0.2,-0.032,10.076923076923077
Kobe Webster,G,72.0,172.0,Senior,Indiana,,2020,Nebraska,True,False,21.0,27.0,625.0,0.5,0.4,0.9,0.059,23.14814814814815
Kofi Cockburn,C,84.0,285.0,So.,Jamaica,,2020,Illinois,False,False,19.0,31.0,837.0,3.7,1.8,5.5,0.261,27.0
Kris Murray,F,80.0,215.0,Fr.,Iowa,,2020,Iowa,True,False,18.0,13.0,42.0,-0.1,0.0,0.0,-0.02,3.230769230769231
Kyle McCloskey,G,77.0,212.0,Junior,Pennsylvania,,2020,Penn_State,True,False,20.0,8.0,32.0,0.0,0.1,0.0,0.045,4.0
Kyle Young,F,80.0,225.0,Gr.,Ohio,,2020,Ohio_State,True,False,23.0,27.0,710.0,2.4,0.7,3.1,0.175,26.296296296296298
Lat Mayen,F,81.0,205.0,Junior,Australia,,2020,Nebraska,False,False,20.0,27.0,691.0,0.3,0.7,1.1,0.061,25.59259259259259
Liam Robbins,C,84.0,235.0,Jr.,Iowa,Assumption HS,2020,Minnesota,True,False,20.0,23.0,568.0,1.2,1.0,2.2,0.156,24.695652173913043
Lorne Bowman II,G,74.0,180.0,Fr.,Michigan,,2020,Wisconsin,True,False,18.0,,,,,,,
Luka Garza,C,83.0,265.0,Sr.,D.C.,,2020,Iowa,True,False,21.0,31.0,975.0,5.5,1.4,6.9,0.282,31.451612903225808
Luke Nathan,F,83.0,235.0,Jr.,New Jersey,,2020,Rutgers,True,False,20.0,2.0,4.0,0.0,0.0,0.0,-0.362,2.0
Luke Wilson,G,72.0,175.0,Sr.,Colorado,,2020,Michigan,True,False,21.0,2.0,5.0,0.0,0.0,0.0,0.112,2.5
Mady Sissoko,C,81.0,235.0,Fr.,Mali,,2020,Michigan_State,False,False,18.0,25.0,136.0,0.1,0.2,0.3,0.097,5.44
Malik Hall,F,79.0,225.0,So.,Illinois,,2020,Michigan_State,True,False,19.0,28.0,491.0,1.0,0.5,1.5,0.122,17.535714285714285
Mamadou Doucoure,F,81.0,250.0,Jr.,Mali,,2020,Rutgers,False,False,20.0,11.0,61.0,0.1,0.1,0.2,0.139,5.545454545454546
Marcus Bingham Jr.,F,83.0,225.0,Jr.,Michigan,,2020,Michigan_State,True,False,20.0,,,,,,,
Marcus Carr,G,74.0,195.0,R-Jr.,Ontario,Montverde Academy,2020,Minnesota,False,False,21.0,29.0,1038.0,2.9,0.9,3.8,0.146,35.793103448275865
Marcus Dockery,G,74.0,180.0,Fr.,D.C.,,2020,Maryland,True,False,18.0,14.0,51.0,0.2,0.0,0.2,0.179,3.642857142857143
Martice Mitchell,F,82.0,200.0,Fr.,Illinois,Bloom,2020,Minnesota,True,False,18.0,7.0,23.0,0.1,0.0,0.1,0.162,3.2857142857142856
Mason Gillis,F,78.0,230.0,R-Fr.,Indiana,,2020,Purdue,True,False,19.0,28.0,622.0,1.2,0.7,1.9,0.122,22.214285714285715
Matt Frost,F,77.0,200.0,So.,Indiana,,2020,Purdue,True,False,19.0,2.0,5.0,0.1,0.0,0.1,0.505,2.5
Matthew Nicholson,C,84.0,255.0,Fy.,Michigan,,2020,Northwestern,True,False,18.0,9.0,23.0,0.0,0.0,0.0,0.026,2.555555555555556
Mawot Mag,F,79.0,215.0,Fr.,Australia,,2020,Rutgers,False,False,18.0,12.0,70.0,0.1,0.1,0.2,0.117,5.833333333333333
Meechie Jr.,G,74.0,172.0,Fr.,Ohio,Garfield Heights,2020,Ohio_State,True,False,18.0,,,,,,,
Micah Potter,F,82.0,248.0,R-Sr.,Ohio,,2020,Wisconsin,True,False,22.0,31.0,687.0,2.8,1.3,4.0,0.234,22.161290322580644
Michael Baer,F,79.0,215.0,RS Jr.,Iowa,,2020,Iowa,True,False,21.0,7.0,10.0,0.0,0.0,0.0,0.185,1.4285714285714286
Michael Shipp,G,75.0,190.0,So.,Ohio,,2020,Indiana,True,False,19.0,2.0,2.0,0.0,0.0,0.0,-0.38,1.0
Mike Smith,G,71.0,185.0,Gr.,Illinois,,2020,Michigan,True,False,23.0,28.0,886.0,1.7,1.1,2.8,0.125,31.642857142857142
Miller Kopp,F,79.0,215.0,Jr.,Texas,,2020,Northwestern,True,False,20.0,24.0,756.0,0.7,0.8,1.5,0.08,31.5
Montez Mathis,G,76.0,210.0,Jr.,Maryland,,2020,Rutgers,True,False,20.0,28.0,593.0,0.3,0.7,1.0,0.065,21.178571428571427
Musa Jallow,G,77.0,210.0,R-Jr.,Indiana,North,2020,Ohio_State,True,False,21.0,26.0,406.0,0.3,0.4,0.7,0.069,15.615384615384617
Myles Dread,G,76.0,220.0,Junior,Michigan,,2020,Penn_State,True,False,20.0,23.0,558.0,0.7,0.3,1.0,0.074,24.26086956521739
Myles Johnson,C,83.0,255.0,Jr.,California,,2020,Rutgers,True,False,20.0,28.0,692.0,1.5,1.7,3.3,0.19,24.714285714285715
Myreon Jones,G,75.0,180.0,Junior,Alabama,,2020,Penn_State,True,False,20.0,25.0,757.0,2.1,0.5,2.6,0.14,30.28
Nate Reuvers,F,83.0,235.0,Sr.,Minnesota,,2020,Wisconsin,True,False,21.0,31.0,651.0,0.6,1.0,1.7,0.102,21.0
Nathan Childress,F,78.0,212.0,So.,Indiana,,2020,Indiana,True,False,19.0,4.0,5.0,0.0,0.0,0.0,0.186,1.25
Nick Brooks,G,73.0,185.0,Sr.,New Jersey,,2020,Rutgers,True,False,21.0,3.0,5.0,0.0,0.0,0.0,0.135,1.6666666666666667
Oskar Palmquist,F,80.0,220.0,Fr.,Sweden,,2020,Rutgers,False,False,18.0,12.0,60.0,-0.1,0.1,0.0,-0.03,5.0
Parker Stewart,G,77.0,200.0,R-Jr.,Tennessee,UT-Martin/Pitt,2020,Indiana,True,False,21.0,,,,,,,
Patrick Kelly,F,80.0,215.0,Redshirt Freshman,North Carolina,,2020,Penn_State,True,False,19.0,5.0,11.0,0.0,0.0,0.0,-0.064,2.2
Patrick McCaffery,F,81.0,200.0,RS Fr.,Iowa,,2020,Iowa,True,False,,31.0,452.0,1.0,0.5,1.5,0.131,14.580645161290322
Paul Mulcahy,G,78.0,210.0,So.,New Jersey,,2020,Rutgers,True,False,19.0,28.0,763.0,1.0,0.8,1.8,0.094,27.25
Pete Nance,F,82.0,225.0,Jr.,Ohio,,2020,Northwestern,True,False,20.0,24.0,665.0,1.3,1.1,2.4,0.142,27.70833333333333
Race Thompson,F,80.0,228.0,R-Jr.,Minnesota,,2020,Indiana,True,False,21.0,27.0,760.0,1.6,1.3,2.9,0.15,28.14814814814815
Reese Mona,G,74.0,185.0,Sr.,Maryland,,2020,Maryland,True,False,21.0,25.0,153.0,0.1,0.1,0.2,0.054,6.12
Rico Ozuna-Harrison,G,71.0,175.0,Sr.,Michigan,,2020,Michigan,True,False,21.0,1.0,3.0,-0.1,0.0,-0.1,-0.81,3.0
Rob Phinisee,G,73.0,187.0,Jr.,Indiana,,2020,Indiana,True,False,20.0,27.0,731.0,0.1,0.8,0.9,0.05,27.074074074074076
Robbie Beran,F,81.0,215.0,So.,Virginia,,2020,Northwestern,True,False,19.0,24.0,484.0,0.7,0.5,1.2,0.101,20.166666666666668
Rocket Watts,G,74.0,185.0,So.,Michigan,,2020,Michigan_State,True,False,19.0,28.0,634.0,-0.1,0.3,0.2,0.011,22.642857142857142
Ron Harper Jr.,G,78.0,245.0,Jr.,New Jersey,,2020,Rutgers,True,False,20.0,,,,,,,
Roy Dixon III,G,71.0,170.0,So.,Georgia,,2020,Northwestern,True,False,19.0,,,,,,,
